City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Kokkola,FI,63.8385,23.1307,32.94,71,40,1.99,scattered clouds
457,Kontagora,NG,10.3999,5.4695,79.18,23,0,2.42,clear sky
458,Broken Hill,AU,-31.95,141.4333,58.05,52,21,13.18,few clouds
459,Dolinsk,RU,47.35,142.8,17.46,81,68,1.28,broken clouds
460,Tual,ID,-5.6667,132.75,83.48,71,100,3.76,overcast clouds
461,Rio Gallegos,AR,-51.6226,-69.2181,51.85,25,75,16.11,broken clouds
462,Nhamunda,BR,-2.1861,-56.7131,87.69,61,98,0.65,overcast clouds
463,Honggang,CN,46.4667,124.8667,14.2,91,100,16.42,overcast clouds
464,Tilichiki,RU,60.4667,166.1,-2.04,97,21,11.01,few clouds
465,Catabangan,PH,13.8777,122.6615,76.62,94,45,2.59,scattered clouds
466,Road Town,VG,18.4167,-64.6167,84.29,74,20,10.36,few clouds
467,Port Pirie,AU,-33.1833,138.0167,55.49,62,97,6.44,overcast clouds
468,Poronaysk,RU,49.2167,143.1167,22.73,69,3,6.69,clear sky
469,Asau,RO,46.4333,26.4,45.39,62,12,6.33,few clouds
470,Cody,US,44.5263,-109.0565,48.58,26,1,18.41,clear sky
471,Zatoka,UA,46.0725,30.4654,46.94,86,34,14.58,scattered clouds
472,Dingle,PH,10.9995,122.6711,76.32,92,24,4.52,few clouds
473,Amapa,BR,1.0,-52.0,84.76,62,100,5.26,very heavy rain
474,Chara,RU,56.9064,118.2631,-4.0,91,100,0.94,overcast clouds
475,Tete,MZ,-16.1564,33.5867,87.58,43,31,10.83,scattered clouds
476,Novoleushkovskaya,RU,45.9956,39.9921,46.04,84,22,12.57,few clouds
477,Muravlenko,RU,63.7898,74.523,18.93,91,100,17.09,overcast clouds
478,Onega,RU,63.9061,38.1404,29.59,91,100,19.01,snow
479,Tabuk,PH,17.4189,121.4443,73.42,96,89,1.57,overcast clouds
480,Daru,PG,-9.0763,143.2092,80.37,84,76,10.83,broken clouds
481,Ahipara,NZ,-35.1667,173.1667,67.95,83,100,3.42,moderate rain
482,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,0,0.0,clear sky
483,Ofaqim,IL,31.3141,34.6203,58.75,60,49,5.79,scattered clouds
484,Togur,RU,58.3631,82.8265,15.89,90,100,9.4,overcast clouds
485,Barabinsk,RU,55.3571,78.357,18.03,88,100,12.46,overcast clouds
486,Punta De Bombon,PE,-17.1717,-71.7931,67.87,76,44,8.21,scattered clouds
487,Glendive,US,47.1053,-104.7125,30.49,59,90,9.22,overcast clouds
488,Zabol,AF,32.25,67.25,38.48,42,0,4.07,clear sky
489,Vila Velha,BR,-20.3297,-40.2925,67.95,94,90,3.0,overcast clouds
490,Reichenau,PL,50.9075,14.9563,44.56,93,100,1.99,overcast clouds
491,Naze,JP,28.3667,129.4833,69.94,85,100,12.12,overcast clouds
492,Sandwick,GB,60.0,-1.25,44.42,76,40,13.8,scattered clouds
493,Freetown,SL,8.484,-13.2299,80.56,80,1,7.11,clear sky
494,Turukhansk,RU,65.8167,87.9833,-5.24,84,100,17.43,overcast clouds
495,Innisfail,AU,-17.5333,146.0333,70.92,82,30,4.47,scattered clouds
496,Santa Maria,BR,-29.6842,-53.8069,88.12,30,0,4.52,clear sky
497,San Quintin,MX,30.4833,-115.95,70.77,55,90,8.79,overcast clouds
498,Thunder Bay,CA,48.4001,-89.3168,26.29,61,75,24.16,broken clouds
499,Boyolangu,ID,-8.1181,111.8935,76.62,88,100,5.66,overcast clouds
500,Xam Nua,LA,20.4197,104.0439,63.86,99,78,1.88,broken clouds
501,Bitkine,TD,11.9801,18.2138,81.34,18,37,6.87,scattered clouds
502,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,97,40,11.5,volcanic ash
503,Tres Arroyos,AR,-38.3739,-60.2798,82.74,24,96,13.42,overcast clouds
504,Manaus,BR,-3.1019,-60.025,84.7,70,20,3.44,few clouds
505,Severnyy,RU,50.677,36.5532,44.64,87,75,15.66,broken clouds
506,Buchanan,LR,5.8808,-10.0467,78.76,80,15,7.31,few clouds
507,Mogadishu,SO,2.0371,45.3438,79.39,73,24,14.85,few clouds
508,Pokosnoye,RU,55.5258,101.0536,12.65,94,100,6.08,overcast clouds
509,San Vicente,AR,-26.6167,-54.1333,89.17,27,85,1.7,overcast clouds
510,Enumclaw,US,47.2043,-121.9915,48.18,82,91,0.47,overcast clouds
511,Poum,NC,-20.2333,164.0167,76.35,74,0,1.77,clear sky
512,Ripoll,ES,42.2006,2.1903,49.78,75,100,1.01,overcast clouds
513,Tublay,PH,16.5431,120.6096,65.8,89,5,3.53,clear sky
514,Canberra,AU,-35.2835,149.1281,56.44,82,100,3.0,overcast clouds
515,Kochetok,UA,49.8801,36.7372,46.44,67,97,18.45,overcast clouds
516,Port-Cartier,CA,50.0334,-66.8654,34.02,74,100,5.44,overcast clouds
517,Narasannapeta,IN,18.4167,84.05,76.51,91,18,4.38,few clouds
518,Yumen,CN,40.2833,97.2,21.78,53,0,1.52,clear sky
519,Inhambane,MZ,-23.865,35.3833,73.22,72,32,10.65,scattered clouds
520,Wembley,AU,-31.9333,115.8,66.22,90,75,12.66,light intensity shower rain
521,Teguldet,RU,57.3064,88.1667,18.68,81,100,5.95,overcast clouds
522,Namibe,AO,-15.1961,12.1522,67.26,81,14,4.09,few clouds
523,Labuhan,ID,-6.8844,112.2051,81.3,79,100,2.95,overcast clouds
524,Gurupa,BR,-1.405,-51.64,81.41,78,100,5.08,overcast clouds
525,Kalengwa,ZM,-13.4659,25.0027,64.36,98,100,1.95,moderate rain
526,Kahului,US,20.8947,-156.47,82.42,67,20,12.66,few clouds
527,Lingyuan,CN,41.24,119.4011,23.07,40,3,23.02,clear sky
528,Muros,ES,42.7762,-9.0603,56.23,81,0,14.0,clear sky
529,Havre-Saint-Pierre,CA,50.2334,-63.5986,36.19,80,75,5.75,broken clouds
530,Batemans Bay,AU,-35.7167,150.1833,59.09,86,100,4.47,overcast clouds
531,Sur,OM,22.5667,59.5289,75.47,49,9,11.32,clear sky
532,Beringovskiy,RU,63.05,179.3167,0.23,99,100,11.68,overcast clouds
533,Brufut,GM,13.3814,-16.7518,78.89,69,0,4.61,clear sky
534,Davila,PH,18.4726,120.5763,79.52,87,18,10.85,few clouds
535,Cururupu,BR,-1.8283,-44.8683,83.08,70,99,5.73,overcast clouds
536,Rusape,ZW,-18.5278,32.1284,63.79,87,81,4.94,broken clouds
537,Port Keats,AU,-14.25,129.55,83.89,76,100,8.72,overcast clouds
538,Baykit,RU,61.67,96.37,4.42,98,100,2.73,light snow
539,Boddam,GB,57.4667,-1.7833,44.11,73,88,13.91,overcast clouds
540,Sakaiminato,JP,35.55,133.2333,60.78,72,75,10.36,light rain
541,Caraballeda,VE,10.6112,-66.8522,89.67,55,40,5.75,scattered clouds
542,Algeciras,ES,36.1333,-5.4505,62.28,82,75,5.75,broken clouds
543,Alofi,NU,-19.0595,-169.9187,80.49,78,75,11.5,broken clouds
544,Ketchikan,US,55.3422,-131.6461,46.87,93,90,14.97,mist
545,Sisimiut,GL,66.9395,-53.6735,21.16,87,100,7.18,overcast clouds
546,Mamou,GN,10.5,-12.0,71.8,45,3,2.08,clear sky
547,Augusto Correa,BR,-1.0217,-46.635,83.48,71,92,7.16,overcast clouds
548,Valparaiso,CL,-33.0393,-71.6273,66.43,70,40,6.91,scattered clouds
549,Tazovskiy,RU,67.4667,78.7,0.73,94,100,20.36,overcast clouds
550,Paraiso,CR,9.8383,-83.8656,77.86,72,51,3.6,broken clouds
551,Amalapuram,IN,16.5833,82.0167,76.77,94,5,3.56,clear sky
552,Sohag,EG,26.557,31.6948,62.26,50,0,2.8,clear sky
553,Zapolyarnyy,RU,69.4154,30.8136,18.68,81,62,6.73,broken clouds
554,Rosita,NI,13.9268,-84.4032,81.01,82,41,4.68,scattered clouds
555,La Ronge,CA,55.1001,-105.2842,7.05,66,90,2.3,overcast clouds
556,Roald,NO,62.5833,6.1333,39.34,75,40,5.75,light rain
557,Lake City,US,30.1897,-82.6393,78.01,64,1,3.44,clear sky
558,Garowe,SO,8.4054,48.4845,70.9,75,24,9.37,few clouds
559,Nantucket,US,41.2835,-70.0995,55.74,84,90,16.11,overcast clouds
560,Huanuco,PE,-9.9329,-76.2415,70.05,74,98,7.9,light rain
561,Lompoc,US,34.6391,-120.4579,85.69,23,1,0.0,clear sky
562,Hualmay,PE,-11.0964,-77.6139,69.3,75,90,9.91,overcast clouds
563,Kemi,FI,65.8596,24.8228,13.77,92,0,4.61,clear sky
564,Gayny,RU,60.3071,54.3241,23.74,96,100,4.83,light snow
565,Qena,EG,26.1615,32.7183,64.17,46,0,5.7,clear sky
566,Natal,BR,-5.795,-35.2094,83.05,74,20,17.27,few clouds
567,Komsomolskiy,UZ,40.4272,71.7189,34.52,51,100,4.61,overcast clouds
568,Aksum,ET,14.1245,38.7244,61.83,55,42,3.62,scattered clouds
569,Henties Bay,NA,-22.116,14.2845,60.85,89,0,6.71,clear sky
570,Livingston,GB,55.9029,-3.5226,42.98,82,75,3.44,broken clouds
571,Oistins,BB,13.0667,-59.5333,82.49,69,20,13.8,few clouds
572,Concordia,AR,-31.393,-58.0209,95.07,27,20,11.99,few clouds
573,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.61,70,91,1.14,overcast clouds
574,Ozernovskiy,RU,51.5,156.5167,36.27,81,99,3.74,overcast clouds
575,Venado Tuerto,AR,-33.7456,-61.9688,95.79,18,0,9.71,clear sky
576,Chatellerault,FR,46.8,0.5333,45.55,52,100,8.93,overcast clouds
577,Samana,DO,19.2056,-69.3369,88.02,74,20,11.5,few clouds
578,Dunedin,NZ,-45.8742,170.5036,51.82,88,100,6.55,overcast clouds
579,Maniitsoq,GL,65.4167,-52.9,26.49,90,100,4.25,light snow
580,Synya,RU,65.3718,58.0387,10.36,96,100,0.43,overcast clouds
581,Nelson Bay,AU,-32.7167,152.15,66.0,85,100,4.0,light rain
582,Vikulovo,RU,56.8167,70.6107,21.04,85,100,14.05,overcast clouds
583,Ahuimanu,US,21.4447,-157.8378,83.91,62,40,12.66,scattered clouds
584,Ziarat,PK,30.3823,67.7282,39.09,22,0,6.96,clear sky
585,Burns Lake,CA,54.2331,-125.7533,36.82,88,100,5.23,overcast clouds
586,Tyumentsevo,RU,53.3224,81.498,25.29,72,100,15.88,overcast clouds
587,High Level,CA,58.5169,-117.136,8.71,85,90,11.5,light snow
588,Maracaju,BR,-21.6144,-55.1683,88.29,40,8,7.11,clear sky
589,Nacala,MZ,-14.5428,40.6728,77.0,84,0,3.78,clear sky
590,Okha,RU,53.5739,142.9478,25.11,84,87,12.93,overcast clouds
591,Teya,RU,60.3778,92.6267,11.23,96,100,3.31,overcast clouds
592,Itarema,BR,-2.9248,-39.9167,82.89,65,3,14.99,clear sky
593,Yerakion,GR,37.0,22.7,55.29,88,4,1.95,clear sky
594,Puebla,MX,18.8333,-98.0,76.77,35,0,5.5,clear sky
595,Taiobeiras,BR,-15.8078,-42.2331,70.09,91,100,4.43,very heavy rain
596,Jumla,NP,29.2747,82.1838,41.5,33,0,4.16,clear sky
597,Alenquer,BR,-1.9417,-54.7383,86.34,66,100,1.61,overcast clouds
598,Emerald,AU,-23.5333,148.1667,76.98,42,67,11.77,broken clouds
599,Oume,JP,35.7839,139.2431,53.85,97,90,0.0,overcast clouds
600,Stykkisholmur,IS,65.0757,-22.7297,39.78,93,100,12.59,overcast clouds
601,Yining,CN,29.0361,114.5636,45.64,86,100,2.35,overcast clouds
602,Andrelandia,BR,-21.7397,-44.3092,67.44,80,89,6.98,overcast clouds
603,Malanje,AO,-9.5402,16.341,64.26,98,85,3.83,overcast clouds
604,Altay,CN,47.8667,88.1167,17.65,50,25,8.16,scattered clouds
605,Baiao,BR,-2.7906,-49.6717,81.23,82,94,1.66,overcast clouds
606,Rio Grande,BR,-32.035,-52.0986,93.31,53,0,6.98,clear sky
607,Plymouth,US,41.8334,-70.8328,55.65,77,90,6.91,overcast clouds
608,Agadez,NE,19.75,10.25,77.07,19,79,6.98,broken clouds
609,San Jeronimo,PE,-11.9472,-75.2829,58.23,64,91,4.43,overcast clouds
610,Tabon,PH,9.2388,117.9946,77.67,87,22,4.14,few clouds
611,Acarau,BR,-2.8856,-40.12,83.66,63,20,16.91,few clouds
612,Laurinburg,US,34.7741,-79.4628,71.56,47,1,9.22,clear sky
613,Paranhos,BR,-23.8928,-55.4311,87.15,43,5,4.79,clear sky
614,Marawi,PH,7.9986,124.2928,66.65,93,9,2.1,clear sky
615,Iralaya,HN,15.0,-83.2333,84.29,76,91,8.46,overcast clouds
616,Energeticheskiy,KZ,43.4278,77.0222,28.96,69,20,6.71,mist
617,Mayumba,GA,-3.432,10.6554,78.84,88,91,3.22,overcast clouds
618,Villa Rica,US,33.7321,-84.9191,67.12,73,100,6.49,overcast clouds
619,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,69,100,12.62,overcast clouds
620,Kununurra,AU,-15.7667,128.7333,80.58,78,100,1.14,overcast clouds
621,Grande Prairie,CA,55.1667,-118.8027,23.18,86,90,6.91,light snow
622,Panaba,MX,21.2833,-88.2667,85.39,55,84,12.48,broken clouds
623,Kamwenge,UG,0.1866,30.4539,61.11,99,97,2.42,light rain
624,Bonavista,CA,48.6499,-53.1147,32.11,59,16,8.7,few clouds
625,Nichinan,JP,31.6,131.3667,68.04,92,100,15.23,light rain
626,Warrington,GB,53.3925,-2.5802,42.87,79,0,1.99,clear sky
627,Vegueta,PE,-11.0231,-77.6431,68.5,77,83,9.78,broken clouds
628,Balkhash,KZ,46.844,74.9804,30.58,73,100,5.19,overcast clouds
629,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,100,90,6.91,mist
630,Jiuquan,CN,39.7432,98.5174,24.42,44,0,2.75,clear sky
631,Kez,RU,57.8979,53.7152,24.37,93,100,11.3,overcast clouds
632,Shetpe,KZ,44.1667,52.1167,39.52,69,4,9.44,clear sky
633,Tuni,IN,17.35,82.55,75.85,92,3,4.54,clear sky
634,Duku,NG,11.2361,4.9073,80.73,18,0,1.92,clear sky
635,Dickson,US,36.077,-87.3878,58.53,97,90,0.0,mist
636,Araouane,ML,18.9048,-3.5265,80.35,24,0,10.58,clear sky
637,Farafangana,MG,-22.8167,47.8333,74.89,87,46,2.44,light rain
638,Virginia Beach,US,36.8529,-75.978,69.84,68,75,5.75,broken clouds
639,Pierre,US,44.3683,-100.351,34.86,42,40,12.66,scattered clouds
640,Vostochnyy,RU,55.8167,37.8667,35.98,97,100,3.76,overcast clouds
641,Kailua,US,21.4022,-157.7394,84.18,66,83,14.38,broken clouds
642,Cabedelo,BR,-6.9811,-34.8339,83.07,67,77,11.12,broken clouds
643,Muyezerskiy,RU,63.9333,31.65,22.1,86,100,13.58,overcast clouds
644,Santiago De Chuco,PE,-8.15,-78.1833,59.49,58,100,2.71,light rain
645,Adre,TD,13.4667,22.2,72.34,22,40,10.96,scattered clouds
646,Marigot,MF,18.0667,-63.0833,83.98,67,20,8.05,few clouds
647,Lebedyan,RU,53.0194,39.1664,41.05,93,100,19.19,light rain
648,Revda,RU,56.801,59.9303,25.61,89,100,13.0,overcast clouds
649,San Juan De Los Morros,VE,9.9115,-67.3538,84.22,66,100,2.93,overcast clouds
650,Nyurba,RU,63.2842,118.3319,-19.82,100,100,1.77,overcast clouds
651,Sarangani,PH,5.4033,125.4636,83.39,72,65,7.76,broken clouds
652,Matiri,TZ,-10.75,34.9,72.0,43,66,3.74,broken clouds
653,Mount Darwin,ZW,-16.7725,31.5838,74.73,60,57,7.16,light rain
654,Loknya,RU,56.83,30.1467,33.73,83,96,9.66,overcast clouds
655,Marsh Harbour,BS,26.5412,-77.0636,77.45,79,46,16.26,scattered clouds
656,Ngunut,ID,-8.1058,112.0159,76.21,87,100,7.11,overcast clouds
657,Agbor,NG,6.2518,6.1934,76.86,90,98,4.21,overcast clouds
658,Barkhan,PK,29.8977,69.5256,52.83,23,0,3.2,clear sky
659,Kidal,ML,18.4411,1.4078,79.2,20,54,13.4,broken clouds
660,Coihaique,CL,-45.5752,-72.0662,62.55,55,40,12.66,scattered clouds
661,Buluang,PH,13.3068,123.3425,76.64,94,24,2.42,few clouds
662,Katangli,RU,51.7102,143.2326,23.67,86,100,12.66,overcast clouds
663,Kurilsk,RU,45.2333,147.8833,35.15,66,97,9.06,overcast clouds
664,Matamoros,MX,25.5333,-103.25,80.71,27,75,0.0,broken clouds
665,Soure,BR,-0.7167,-48.5233,82.26,78,28,12.08,scattered clouds
666,The Valley,AI,18.217,-63.0578,84.06,69,40,10.36,scattered clouds
667,Celestun,MX,20.8667,-90.4,79.81,76,49,15.79,scattered clouds
668,Egvekinot,RU,66.3167,-179.1667,-9.62,89,22,10.92,few clouds
669,Ambon,ID,-3.6954,128.1814,81.52,77,100,4.85,moderate rain
670,Rypefjord,NO,70.6333,23.6667,26.35,54,75,16.11,light snow
671,Rodrigues Alves,BR,-7.738,-72.6509,80.8,75,100,2.68,overcast clouds
672,Broome,US,42.2506,-75.833,49.01,59,90,4.0,overcast clouds
673,Verkhnyaya Inta,RU,65.9811,60.3094,11.17,85,100,7.87,overcast clouds
674,Doiwala,IN,30.1833,78.1167,60.17,49,0,5.06,clear sky
675,Twin Falls,US,42.3505,-114.6445,40.89,70,1,8.05,clear sky
676,Canavieiras,BR,-15.675,-38.9472,82.36,89,57,5.06,light rain
677,Kirkwall,GB,58.9848,-2.9587,41.97,83,40,10.36,scattered clouds
678,Burnie,AU,-41.0667,145.9167,53.94,67,100,3.02,overcast clouds
679,Voyvozh,RU,62.892,54.9635,16.56,95,100,4.97,light snow
680,Nara,JP,34.6851,135.8049,60.98,73,100,3.94,light rain
681,Kamalasai,TH,16.3384,103.5756,77.23,73,77,6.55,broken clouds
682,Morro Bay,US,35.3658,-120.8499,84.65,60,0,5.99,clear sky
683,Corn Island,NI,12.1694,-83.0418,81.19,80,100,14.5,overcast clouds
